%MatrixMarket matrix coordinate pattern symmetric 
2113 2113 6632
1293 2017 215 18 10
1294 2023 215 23 2
1295 2031 215 22 8
1296 445 216 8 3
1297 674 216 10 9
1298 913 216 23 7
1299 1414 216 11 3
1300 1736 216 13 6
1301 1748 216 12 3
1302 293 217 21 9
1303 316 217 23 2
1304 342 217 12 10
1305 419 217 17 3
1306 542 217 12 8
1307 582 217 6 4
1308 653 217 9 2
1309 655 217 13 8
1310 863 217 13 9
1311 899 217 14 3
1312 1021 217 1 4
1313 1026 217 8 6
1314 1039 217 15 9
1315 1089 217 25 3
1316 1159 217 4 3
1317 1167 217 19 3
1318 1231 217 19 1
1319 1284 217 1 3
1320 1385 217 8 3
1321 1420 217 16 5
1322 1472 217 20 1
1323 1506 217 25 5
1324 1570 217 7 2
1325 1645 217 5 4
1326 1676 217 25 10
1327 1743 217 14 9
1328 1807 217 22 4
1329 1876 217 24 9
1330 1888 217 21 9
1331 1989 217 21 4
1332 2017 217 5 5
1333 2084 217 11 1
1334 2088 217 15 8
1335 2107 217 8 7
1336 252 218 5 6
1337 304 218 4 10
1338 759 218 9 8
1339 1164 218 12 10
1340 1205 218 11 3
1341 1792 218 5 9
1342 1811 218 22 6
1343 1849 220 13 9
1344 1229 221 16 1
1345 245 222 3 4
1346 250 222 15 9
1347 385 222 25 1
1348 618 222 13 9
1349 657 222 13 5
1350 697 222 5 1
1351 1086 222 14 10
1352 1488 222 11 6
1353 1536 222 7 2
1354 1578 222 5 5
1355 1665 222 17 8
1356 1807 222 1 10
1357 1914 222 22 4
1358 1938 222 16 1
1359 1997 222 4 5
1360 2071 222 25 4
1361 2092 222 12 10
1362 276 223 16 6
1363 342 223 11 1
1364 600 223 6 10
1365 707 223 15 1
1366 825 223 19 8
1367 864 223 7 1
1368 1033 223 20 10
1369 1195 223 14 5
1370 1281 223 10 2
1371 1296 223 22 8
1372 1300 223 12 3
1373 1375 223 9 7
1374 1475 223 16 1
1375 1482 223 16 8
1376 1499 223 14 10
1377 1639 223 20 6
1378 1777 223 18 10
1379 2007 223 16 8
1380 2015 223 21 3
1381 721 224 1 9
1382 995 224 12 3
1383 1424 224 5 9
1384 1905 224 3 2
1385 1931 224 21 7
1386 310 225 7 6
1387 510 225 8 3
1388 675 225 13 10
1389 775 225 3 5
1390 1350 225 4 3
1391 2068 225 17 9
1392 463 226 6 4
1393 1055 226 4 7
1394 1219 226 8 1
1395 1697 226 11 5
1396 1701 226 25 6
1397 1670 227 23 4
1398 290 228 1 7
1399 471 228 4 7
1400 482 228 13 2
1401 585 228 8 1
1402 718 228 12 3
1403 768 228 17 8
1404 852 228 18 9
1405 1381 228 17 7
1406 1449 228 24 4
1407 1542 228 25 6
1408 1780 228 2 8
1409 1930 228 21 7
1410 1945 228 8 2
1411 475 229 1 7
1412 2041 230 25 9
1413 393 231 7 10
1414 475 231 14 9
1415 618 231 19 10
1416 1355 231 6 9
1417 1443 231 6 7
1418 1737 231 6 7
1419 1889 231 15 2
1420 2082 231 20 2
1421 1260 232 16 10
1422 359 233 15 4
1423 361 233 3 1
1424 756 233 3 6
1425 1137 233 23 9
1426 1495 233 1 1
1427 1967 233 14 9
1428 1567 234 9 8
1429 429 235 16 3
1430 1816 235 10 3
1431 359 236 11 5
1432 546 236 2 10
1433 636 236 24 5
1434 1600 236 21 3
1435 1637 236 8 4
1436 1659 237 9 8
1437 1089 238 23 5
1438 1800 239 17 2
1439 385 240 24 8
1440 1934 240 11 3
1441 252 241 12 7
1442 361 241 16 6
1443 520 241 14 10
1444 524 241 1 5
1445 542 241 2 10
1446 613 241 12 4
1447 618 241 13 5
1448 646 241 6 6
1449 697 241 24 7
1450 822 241 22 9
1451 839 241 12 9
1452 910 241 1 7
1453 1129 241 9 2
1454 1289 241 2 5
1455 1360 241 16 1
1456 1378 241 1 7
1457 1427 241 17 4
1458 1430 241 14 3
1459 1508 241 23 2
1460 1517 241 14 5
1461 1586 241 17 2
1462 1600 241 22 8
1463 1665 241 21 7
1464 1706 241 5 6
1465 1716 241 11 6
1466 1803 241 2 3
1467 1856 241 23 10
1468 1861 241 7 2
1469 1935 241 1 4
1470 1954 241 10 4
1471 2044 241 7 9
1472 2046 241 1 1
1473 341 242 4 8
1474 522 243 9 5
1475 1040 243 13 9
1476 1210 243 2 10
1477 1909 243 25 2
1478 911 244 7 6
1479 1013 244 5 9
1480 1760 244 14 9
1481 2082 244 16 8
1482 261 245 22 7
1483 305 245 3 4
1484 392 245 12 9
1485 442 245 7 7
1486 463 245 4 10
1487 493 245 17 1
1488 832 245 7 5
1489 892 245 13 5
1490 912 245 13 1
1491 988 245 16 1
1492 1020 245 1 3
1493 1300 245 14 8
1494 1488 245 22 6
1495 1493 245 4 2
1496 1517 245 9 4
1497 1532 245 22 9
1498 1578 245 9 1
1499 1744 245 22 5
1500 1821 245 8 2
1501 1836 245 15 6
1502 1881 245 21 9
1503 1938 245 4 4
1504 1979 245 13 7
1505 2024 245 1 2
1506 295 246 8 4
1507 309 246 15 7
1508 313 246 23 6
1509 417 246 14 6
1510 474 246 17 5
1511 546 246 25 7
1512 631 246 18 9
1513 636 246 20 7
1514 896 246 21 2
1515 985 246 21 4
1516 1100 246 1 10
1517 1121 246 20 3
1518 1124 246 23 9
1519 1128 246 6 9
1520 1253 246 25 3
1521 1355 246 9 5
1522 1362 246 16 2
1523 1581 246 25 4
1524 1600 246 2 10
1525 1959 246 7 4
1526 1967 246 8 4
1527 860 247 23 8
1528 907 247 15 9
1529 1595 247 22 7
1530 377 248 8 2
1531 1211 248 2 1
1532 1617 249 12 9
1533 453 250 22 3
1534 792 250 4 3
1535 879 250 24 9
1536 1005 250 8 8
1537 1589 250 25 4
1538 1744 250 8 10
1539 1760 250 22 2
1540 1824 250 6 10
1541 2071 250 24 6
1542 558 251 9 3
1543 1197 251 2 4
1544 1318 251 21 10
1545 304 252 14 5
1546 361 252 24 9
1547 446 252 23 2
1548 512 252 4 7
1549 602 252 10 8
1550 759 252 24 9
1551 951 252 17 10
1552 1023 252 25 10
1553 1164 252 11 9
1554 1205 252 21 3
1555 1252 252 8 3
1556 1273 252 4 5
1557 1290 252 13 8
1558 1313 252 25 2
1559 1376 252 9 5
1560 1543 252 22 5
1561 1577 252 10 9
1562 1685 252 24 4
1563 1753 252 16 6
1564 1792 252 11 7
1565 1796 252 23 2
1566 1809 252 11 2
1567 1811 252 24 4
1568 1848 252 2 4
1569 1856 252 23 1
1570 1897 252 9 2
1571 1912 252 22 7
1572 2027 252 14 3
1573 2046 252 13 10
1574 319 253 5 2
1575 714 253 23 1
1576 1051 253 22 10
1577 1162 253 25 5
1578 1387 253 2 4
1579 1404 253 1 3
1580 1493 253 19 2
1581 1889 253 10 9
1582 2071 253 9 10
1583 526 254 4 7
1584 1803 254 8 8
1585 258 255 9 2
1586 1946 255 17 3
1587 463 256 5 8
1588 749 256 8 3
1589 618 257 19 8
1590 1040 257 21 7
1591 1550 257 8 4
1592 1644 257 11 2
1593 301 258 4 10
1594 308 258 2 4
1595 325 258 8 9
1596 342 258 25 9
1597 350 258 24 6
1598 457 258 8 6
1599 494 258 20 2
1600 550 258 21 4
1601 606 258 2 7
1602 609 258 24 3
1603 660 258 2 5
1604 739 258 16 2
1605 813 258 22 6
1606 821 258 22 4
1607 966 258 18 6
1608 984 258 9 5
1609 1043 258 13 7
1610 1079 258 5 1
1611 1140 258 23 7
1612 1221 258 7 6
1613 1251 258 3 5
1614 1364 258 19 8
1615 1377 258 5 6
1616 1567 258 20 2
1617 1598 258 14 1
1618 1694 258 11 3
1619 1719 258 7 1
1620 1769 258 3 7
1621 1807 258 17 7
1622 1880 258 22 6
1623 1955 258 7 1
1624 2030 258 4 1
1625 2035 258 20 8
1626 618 259 25 1
1627 1040 259 21 4
1628 1550 259 20 10
1629 1644 259 11 1
1630 2096 260 5 3
1631 984 261 9 8
1632 1377 261 21 10
1633 1807 261 14 4
1634 479 262 8 5
1635 1784 262 6 4
1636 1485 263 1 5
1637 616 264 17 9
1638 1218 264 2 7
1639 1263 264 13 9
1640 709 265 9 8
1641 1783 265 20 6
1642 1875 266 13 4
1643 640 267 20 2
1644 1017 267 24 5
1645 1581 268 25 9
1646 276 269 23 6
1647 385 269 25 10
1648 393 269 15 1
1649 396 269 16 6
1650 406 269 16 8
1651 981 269 6 5
1652 1377 269 11 3
1653 1536 269 9 10
1654 1849 269 5 9
1655 2096 269 13 5
1656 522 270 8 9
1657 2002 270 13 1
1658 1269 271 6 4
1659 1578 271 6 3
1660 1482 272 4 9
1661 2005 272 8 6
1662 280 273 21 9
1663 841 273 25 2
1664 1244 273 10 1
1665 1270 273 1 6
1666 1543 273 13 3
1667 1653 273 1 7
1668 1706 273 16 2
1669 1889 273 12 2
1670 2095 273 1 5
1671 457 274 2 10
1672 1200 275 2 9
1673 323 276 16 2
1674 335 276 5 3
1675 342 276 6 10
1676 360 276 16 7
1677 385 276 17 1
1678 423 276 22 1
1679 496 276 1 2
1680 623 276 1 7
1681 707 276 1 4
1682 825 276 17 9
1683 830 276 1 1
1684 864 276 10 6
1685 943 276 18 1
1686 958 276 25 4
1687 981 276 13 5
1688 986 276 22 3
1689 997 276 10 8
1690 1022 276 20 2
1691 1033 276 10 6
1692 1073 276 21 3
1693 1148 276 21 1
1694 1169 276 6 7
1695 1195 276 17 8
1696 1229 276 24 5
1697 1287 276 4 2
1698 1300 276 12 1
1699 1323 276 2 9
1700 1375 276 18 9
1701 1377 276 15 2
1702 1475 276 14 1
1703 1499 276 14 6
1704 1539 276 11 5
1705 1604 276 23 8
1706 1639 276 13 8
1707 1689 276 6 2
1708 1756 276 19 3
1709 1798 276 13 3
1710 1823 276 23 4
1711 1825 276 25 5
1712 1849 276 18 9
1713 1865 276 22 2
1714 2007 276 12 7
1715 2015 276 6 8
1716 2025 276 3 4
1717 2047 276 10 1
1718 2080 276 17 5
1719 2096 276 25 3
1720 407 277 12 6
1721 1027 277 1 5
1722 1196 277 20 2
1723 1448 277 4 10
1724 287 278 14 5
1725 418 278 19 7
1726 562 278 15 2
1727 671 278 5 2
1728 869 278 22 7
1729 972 278 11 9
1730 1091 278 23 9
1731 1191 278 14 9
1732 1325 278 5 5
1733 1572 278 13 6
1734 1593 278 13 8
1735 393 279 10 1
1736 618 279 18 6
1737 1165 279 17 5
1738 1355 279 4 5
1739 1737 279 5 5
1740 1889 279 8 7
1741 2082 279 24 2
1742 1244 280 16 8
1743 1517 280 1 7
1744 1889 280 1 6
1745 1544 281 1 3
1746 357 282 5 10
1747 1355 282 21 2
1748 1600 282 15 7
1749 2090 282 15 6
1750 1469 283 25 7
1751 1753 284 22 3
1752 1809 284 22 2
1753 2006 284 25 2
1754 350 285 15 2
1755 368 285 17 8
1756 421 285 13 2
1757 507 285 21 10
1758 790 285 3 10
1759 803 285 19 8
1760 863 285 25 7
1761 1471 285 2 9
1762 1598 285 2 1
1763 2048 285 19 6
1764 2053 285 1 4
1765 301 286 11 5
1766 1325 287 18 6
1767 1129 288 12 2
1768 613 289 5 7
1769 294 290 11 4
1770 324 290 2 1
1771 585 290 3 3
1772 611 290 13 6
1773 667 290 7 6
1774 845 290 7 9
1775 1030 290 12 6
1776 1302 290 14 10
1777 1340 290 11 8
1778 1381 290 24 3
1779 1516 290 24 9
1780 1708 290 13 7
1781 1737 290 11 10
1782 1866 290 17 1
1783 1945 290 4 3
1784 2094 290 21 6
1785 1214 291 2 1
1786 1378 292 8 3
1787 316 293 16 8
1788 407 293 18 9
1789 746 293 12 4
1790 750 293 22 5
1791 825 293 1 4
1792 836 293 13 9
1793 838 293 9 7
1794 945 293 25 7
1795 988 293 3 7
1796 1009 293 18 9
1797 1050 293 5 9
1798 1061 293 18 4
1799 1185 293 11 8
1800 1204 293 22 6
1801 1304 293 7 1
1802 1355 293 24 6
1803 1433 293 4 8
1804 1484 293 19 10
1805 1565 293 17 9
1806 1585 293 9 9
1807 1592 293 5 2
1808 1636 293 17 9
1809 1659 293 10 8
1810 1661 293 1 4
1811 1670 293 19 3
1812 1750 293 19 5
1813 1888 293 14 8
1814 370 294 8 10
1815 371 294 25 6
1816 385 294 20 5
1817 428 294 11 3
1818 463 294 22 2
1819 482 294 1 2
1820 535 294 24 1
1821 556 294 7 10
1822 561 294 20 2
1823 611 294 9 6
1824 667 294 7 1
1825 697 294 16 9
1826 707 294 4 3
1827 711 294 16 7
1828 991 294 18 1
1829 1030 294 16 10
1830 1291 294 25 10
1831 1302 294 17 4
1832 1311 294 2 5
1833 1726 294 2 10
1834 1737 294 15 4
1835 1809 294 24 2
1836 2009 294 23 9
1837 2044 294 16 6
1838 2096 294 12 2
1839 711 295 5 3
1840 1128 295 3 10
1841 385 296 10 8
1842 447 296 3 2
1843 581 296 25 6
1844 754 296 2 9
1845 1407 296 17 6
1846 1488 296 7 6
1847 1426 297 7 9
1848 1404 298 20 7
1849 419 299 20 1
1850 823 299 19 3
1851 912 299 7 8
1852 1399 299 18 10
1853 1517 299 17 10
1854 1706 299 4 9
1855 1856 299 15 2
1856 498 300 12 10
1857 1043 300 23 8
1858 342 301 2 2
1859 494 301 6 1
1860 591 301 19 8
1861 593 301 11 3
1862 609 301 12 8
1863 633 301 12 10
1864 688 301 25 5
1865 713 301 15 9
1866 739 301 20 2
1867 869 301 23 9
1868 939 301 7 1
1869 984 301 17 9
1870 1040 301 24 1
1871 1166 301 7 8
1872 1309 301 10 2
1873 1364 301 21 6
1874 1377 301 18 1
1875 1380 301 23 4
1876 1423 301 7 5
1877 1567 301 5 10
1878 1719 301 15 9
1879 1729 301 7 3
1880 1769 301 4 5
1881 1786 301 4 9
1882 1807 301 1 4
1883 1494 302 19 10
1884 1197 303 7 7
1885 446 304 15 7
1886 459 304 15 8
1887 535 304 24 7
1888 610 304 5 2
1889 759 304 1 8
1890 886 304 7 2
1891 917 304 20 8
1892 919 304 16 3
1893 951 304 19 6
1894 1027 304 10 9
1895 1030 304 11 8
1896 1164 304 19 2
1897 1205 304 8 6
1898 1320 304 9 8
1899 1524 304 20 10
1900 1534 304 13 10
1901 1543 304 8 8
1902 1544 304 6 9
1903 1546 304 3 2
1904 1774 304 2 10
1905 1792 304 12 7
1906 1811 304 9 3
1907 1968 304 13 6
1908 2001 304 19 3
1909 2021 304 9 10
1910 377 305 3 8
1911 422 305 16 1
1912 463 305 24 9
1913 471 305 19 2
1914 494 305 13 10
1915 517 305 15 2
1916 539 305 24 2
1917 609 305 20 7
1918 656 305 2 2
1919 721 305 4 6
1920 739 305 3 4
1921 750 305 22 10
1922 870 305 21 8
1923 912 305 5 1
1924 984 305 7 2
1925 1030 305 19 6
1926 1106 305 9 5
1927 1292 305 9 9
1928 1361 305 7 9
1929 1377 305 13 3
1930 1399 305 1 7
1931 1442 305 5 10
1932 1532 305 3 8
1933 1567 305 14 3
1934 1650 305 11 8
1935 1653 305 17 4
1936 1659 305 19 1
1937 1767 305 10 3
1938 1806 305 6 9
1939 1807 305 24 4
1940 1889 305 9 7
1941 1918 305 18 1
1942 1939 305 24 6
1943 1996 305 13 4
1944 2006 305 13 8
1945 2071 305 12 5
1946 554 306 21 1
1947 733 306 17 5
1948 938 306 14 10
1949 1119 306 21 9
1950 1481 306 12 9
1951 1501 306 25 8
1952 1795 306 6 3
1953 1909 306 1 8
1954 1957 306 1 6
1955 613 307 23 6
1956 1694 308 14 10
1957 573 309 3 1
1958 807 309 22 10
1959 825 309 20 5
1960 1082 309 4 10
1961 1171 309 2 2
1962 1201 309 20 5
1963 1355 309 19 4
1964 1455 309 22 3
1965 1525 309 1 7
1966 1637 309 5 5
1967 1661 309 23 6
1968 1779 309 3 5
1969 1858 309 22 4
1970 1907 309 15 1
1971 2110 309 12 8
1972 510 310 2 10
1973 382 311 10 7
1974 481 311 5 7
1975 584 311 12 4
1976 745 311 19 10
1977 878 311 21 1
1978 975 311 13 7
1979 1844 311 5 4
1980 1989 311 15 5
1981 2021 311 6 3
1982 863 312 7 7
1983 1026 312 18 1
1984 1175 312 2 8
1985 1665 312 13 7
1986 1979 312 12 4
1987 2031 312 5 8
1988 1121 313 24 2
1989 1330 313 10 7
1990 1394 313 5 4
1991 1581 313 6 10
1992 1967 313 22 4
1993 2092 313 25 10
1994 1306 314 25 7
1995 914 315 20 4
1996 1848 315 22 1
1997 849 316 6 7
1998 1585 316 5 1
1999 2096 316 25 9
2000 463 319 20 4
2001 1162 319 12 6
2002 1300 319 9 7
2003 1387 319 19 7
2004 1889 319 23 8
2005 2071 319 21 6
2006 702 320 7 6
2007 966 320 15 8
2008 1155 320 4 1
2009 1635 321 16 9
2010 563 322 25 7
2011 1749 322 24 10
2012 342 323 10 8
2013 707 323 18 1
2014 825 323 25 1
2015 1033 323 12 8
2016 1300 323 17 3
2017 1475 323 20 2
2018 1499 323 8 2
2019 1639 323 13 4
2020 2015 323 22 9
2021 1769 325 7 8
2022 739 326 13 4
2023 599 327 23 5
2024 630 327 18 6
2025 676 327 13 5
2026 705 327 20 1
2027 1097 327 18 5
2028 1202 327 21 8
2029 1384 327 8 9
2030 1453 327 14 2
2031 1553 327 8 1
2032 1564 327 9 3
2033 1705 327 18 8
2034 1725 327 13 4
2035 1960 327 24 1
2036 1443 328 15 2
2037 1019 329 16 6
2038 1535 329 5 7
2039 435 330 18 6
2040 546 330 9 10
2041 610 330 9 7
2042 722 330 1 5
2043 988 330 22 6
2044 1125 330 2 5
2045 1143 330 4 3
2046 1464 330 23 6
2047 461 331 7 7
2048 463 331 12 2
2049 697 331 6 1
2050 926 331 19 10
2051 929 331 24 5
2052 1166 331 7 10
2053 1301 331 10 4
2054 1453 331 14 10
2055 1730 331 4 5
2056 1903 331 25 8
2057 1964 331 19 5
2058 1840 332 11 1
2059 618 333 17 9
2060 1007 333 12 3
2061 1040 333 14 9
2062 1446 333 8 6
2063 1543 333 18 3
2064 1550 333 25 8
2065 1553 333 22 2
2066 1644 333 23 2
2067 1769 333 25 1
2068 1972 333 15 7
2069 342 335 18 1
2070 707 335 17 8
2071 825 335 24 3
2072 1033 335 8 4
2073 1300 335 16 5
2074 1475 335 16 3
2075 1499 335 3 4
2076 1639 335 19 4
2077 1761 335 9 6
2078 2007 335 1 7
2079 2015 335 20 7
2080 2087 336 21 3
2081 1171 337 18 9
2082 1923 338 10 4
2083 2041 339 2 9
2084 767 340 19 7
2085 1800 340 15 6
2086 689 341 5 10
2087 1163 341 11 6
2088 1202 341 20 2
2089 1446 341 17 3
2090 1471 341 2 6
2091 1553 341 18 10
2092 1729 341 23 1
2093 1769 341 2 3
2094 1842 341 8 2
2095 2056 341 13 6
2096 360 342 5 9
2097 423 342 20 7
2098 496 342 15 3
2099 542 342 22 9
2100 604 342 20 9
2101 608 342 11 5
2102 609 342 7 6
2103 613 342 14 8
2104 618 342 1 6
2105 623 342 8 10
2106 697 342 7 8
2107 707 342 25 4
2108 825 342 8 3
2109 830 342 14 3
2110 864 342 10 5
2111 958 342 16 3
2112 984 342 6 9
2113 997 342 16 5
2114 1022 342 12 5
2115 1033 342 1 5
2116 1073 342 18 5
2117 1169 342 10 7
2118 1195 342 4 9
2119 1229 342 2 10
2120 1287 342 10 8
2121 1300 342 10 3
2122 1323 342 18 10
2123 1359 342 22 10
2124 1375 342 22 5
2125 1475 342 6 7
2126 1499 342 9 3
2127 1539 342 2 2
2128 1604 342 2 2
2129 1639 342 12 7
2130 1665 342 3 10
2131 1672 342 2 8
2132 1689 342 11 8
2133 1756 342 8 5
2134 1776 342 10 4
2135 1807 342 1 9
2136 1825 342 10 7
2137 1849 342 17 2
2138 1870 342 25 3
2139 1891 342 3 3
2140 2007 342 7 9
2141 2015 342 3 10
2142 2025 342 14 3
2143 2047 342 20 1
2144 2080 342 5 9
2145 2084 342 18 5
2146 463 343 15 6
2147 1399 343 25 2
2148 1377 344 9 5
2149 485 345 18 1
2150 490 345 20 6
2151 1403 346 16 4
2152 1806 346 3 5
2153 724 347 7 8
2154 1453 347 25 2
2155 1680 348 7 2
2156 407 349 3 9
2157 560 349 6 7
2158 695 349 15 5
2159 825 349 20 6
2160 874 349 22 1
2161 1121 349 19 5
2162 1196 349 13 5
2163 1484 349 6 3
2164 1884 349 4 3
2165 1888 349 7 3
2166 2093 349 11 1
2167 355 350 12 9
2168 372 350 24 6
2169 464 350 20 9
2170 501 350 5 3
2171 590 350 6 10
2172 618 350 20 3
2173 693 350 5 9
2174 783 350 5 2
2175 888 350 19 1
2176 941 350 19 2
2177 1195 350 9 10
2178 1208 350 18 10
2179 1450 350 15 3
2180 1486 350 11 10
2181 1497 350 13 3
2182 1598 350 24 2
2183 1845 350 7 4
2184 1851 350 1 10
2185 1889 350 6 4
2186 440 351 12 4
2187 499 351 20 6
2188 774 351 8 10
2189 992 351 20 4
2190 1804 351 14 4
2191 1030 352 16 6
2192 1311 352 12 6
2193 1795 353 12 7
2194 1909 353 15 5
2195 356 354 25 7
2196 1531 354 23 3
2197 2096 354 22 9
2198 1208 355 1 8
2199 1958 356 3 10
2200 528 357 7 5
2201 750 357 24 6
2202 988 357 23 9
2203 1312 357 10 5
2204 1355 357 24 2
2205 1448 357 14 4
2206 1888 357 2 1
2207 2090 357 1 4
2208 730 358 11 4
2209 1006 358 16 3
2210 1122 358 23 3
2211 1205 358 9 1
2212 1377 358 11 4
2213 1748 358 24 7
2214 2072 358 10 9
2215 407 359 4 7
2216 967 359 20 2
2217 1600 359 17 7
2218 1957 359 21 7
2219 707 360 9 5
2220 825 360 13 8
2221 864 360 3 9
2222 1033 360 24 10
2223 1195 360 2 6
2224 1300 360 19 4
2225 1475 360 8 4
2226 1499 360 11 1
2227 1639 360 7 2
2228 2007 360 15 3
2229 2015 360 17 2
2230 756 361 4 5
2231 763 361 21 6
2232 1289 361 14 7
2233 1495 361 24 5
2234 1600 361 14 1
2235 1636 361 20 3
2236 1731 361 4 7
2237 1738 361 8 1
2238 1803 361 4 8
2239 1856 361 16 9
2240 1935 361 10 4
2241 2044 361 16 2
2242 2046 361 20 4
2243 1849 362 24 4
2244 1490 363 2 7
2245 1976 363 7 5
2246 2041 364 4 8
2247 2065 365 2 3
2248 1205 366 21 2
2249 1416 366 23 2
2250 1546 366 15 6
2251 1792 366 21 1
2252 1819 366 3 1
2253 569 367 3 6
2254 811 367 7 7
2255 992 367 24 6
2256 1032 367 21 9
2257 1590 367 7 5
2258 1046 369 22 5
2259 1140 369 13 8
2260 1492 369 7 2
2261 371 370 8 7
2262 428 370 18 7
2263 463 370 12 6
2264 475 370 10 1
2265 482 370 15 4
2266 556 370 5 5
2267 697 370 18 7
2268 739 370 12 4
2269 879 370 15 5
2270 991 370 10 1
2271 1024 370 15 3
2272 1069 370 16 1
2273 1232 370 13 8
2274 1291 370 1 2
2275 1311 370 1 5
2276 1375 370 2 1
2277 1431 370 24 3
2278 1578 370 2 8
2279 1656 370 20 6
2280 1726 370 6 3
2281 1777 370 20 5
2282 1809 370 21 4
2283 1811 370 17 9
2284 1969 370 6 3
2285 2005 370 3 8
2286 2044 370 6 9
2287 2096 370 3 7
2288 463 371 23 2
2289 482 371 3 3
2290 556 371 18 9
2291 586 371 12 4
2292 697 371 21 1
2293 839 371 21 10
2294 950 371 24 4
2295 973 371 3 2
2296 991 371 11 6
2297 1216 371 16 10
2298 1311 371 2 9
2299 1619 371 15 10
2300 1739 371 12 1
2301 1808 371 23 7
2302 1809 371 9 6
2303 1990 371 10 10
2304 2044 371 14 7
2305 2096 371 12 9
2306 491 372 10 9
2307 863 372 23 9
2308 1094 372 8 10
2309 1441 372 20 9
2310 1598 372 7 5
2311 2078 372 25 3
2312 713 373 8 6
2313 777 374 11 5
2314 981 374 16 7
2315 1033 374 9 7
2316 1181 374 22 7
2317 1276 374 22 10
2318 1430 374 10 6
2319 1457 374 6 8
2320 1683 374 12 2
2321 1501 375 10 4
2322 1335 376 15 10
2323 2077 376 19 2
2324 422 377 1 9
2325 471 377 24 8
2326 494 377 7 5
2327 517 377 3 1
2328 609 377 13 5
2329 656 377 15 8
2330 739 377 16 1
2331 750 377 11 8
2332 984 377 14 4
2333 1030 377 22 10
2334 1106 377 15 3
2335 1211 377 21 5
2336 1276 377 16 7
2337 1292 377 9 7
2338 1377 377 13 1
2339 1399 377 10 3
2340 1442 377 24 6
2341 1567 377 16 1
2342 1650 377 16 7
2343 1807 377 11 7
2344 1939 377 6 8
2345 1996 377 2 1
2346 1849 378 8 10
2347 513 379 2 9
2348 1642 380 22 5
2349 631 381 21 4
2350 711 381 18 10
2351 1252 382 2 2
2352 1845 383 20 5
2353 694 384 23 4
2354 912 384 15 9
2355 1120 384 2 4
2356 1625 384 3 4
2357 1889 384 14 1
2358 2061 384 11 1
2359 393 385 22 4
2360 396 385 20 8
2361 447 385 15 9
2362 449 385 11 10
2363 481 385 23 6
2364 611 385 11 6
2365 711 385 23 8
2366 943 385 17 9
2367 981 385 2 7
2368 1005 385 7 6
2369 1006 385 3 6
2370 1030 385 3 6
2371 1174 385 6 2
2372 1197 385 13 4
2373 1205 385 4 2
2374 1224 385 10 10
2375 1255 385 12 1
2376 1289 385 24 1
2377 1298 385 3 5
2378 1377 385 17 3
2379 1398 385 23 4
2380 1439 385 20 2
2381 1536 385 16 9
2382 1578 385 7 1
2383 1737 385 1 4
2384 1744 385 15 3
2385 1849 385 19 8
2386 2096 385 9 2
2387 573 386 4 10
2388 633 387 20 9
2389 966 387 18 10
2390 1010 387 6 2
2391 1161 387 16 7
2392 1163 387 1 5
2393 1538 387 20 7
2394 1940 387 10 7
2395 1744 388 23 9
2396 1800 389 19 6
2397 1818 390 4 8
2398 401 392 13 8
2399 463 392 23 4
2400 984 392 10 4
2401 1300 392 20 10
2402 1671 392 10 7
2403 1701 392 22 2
2404 1889 392 2 3
2405 2071 392 22 6
2406 475 393 14 9
2407 515 393 6 4
2408 618 393 25 9
2409 794 393 6 6
2410 816 393 2 3
2411 819 393 2 9
2412 856 393 22 1
2413 873 393 2 6
2414 887 393 11 6
2415 942 393 25 9
2416 981 393 18 7
2417 1148 393 17 5
2418 1165 393 1 5
2419 1184 393 16 10
2420 1224 393 12 4
2421 1293 393 4 6
2422 1327 393 17 5
2423 1355 393 4 2
2424 1377 393 11 8
2425 1443 393 21 8
2426 1557 393 25 2
2427 1571 393 18 3
2428 1660 393 16 10
2429 1737 393 10 2
2430 1746 393 4 8
2431 1799 393 15 4
2432 1823 393 6 4
2433 1826 393 6 1
2434 1839 393 20 8
2435 1849 393 15 10
2436 1865 393 3 5
2437 1889 393 15 3
2438 1951 393 6 1
2439 2082 393 22 8
2440 2096 393 24 5
2441 1166 394 4 5
2442 863 395 2 1
2443 1026 395 6 4
2444 1175 395 3 1
2445 1876 395 6 10
2446 2031 395 10 10
2447 740 396 19 10
2448 943 396 7 2
2449 1102 396 24 2
2450 1205 396 1 10
2451 1275 396 22 3
2452 1536 396 19 3
2453 1565 396 20 7
2454 1840 396 7 2
2455 1891 396 10 4
2456 1912 396 19 9
2457 2096 396 13 6
2458 1488 397 15 7
2459 1595 397 5 1
2460 1446 398 20 6
2461 895 399 10 5
2462 1432 400 20 8
2463 463 401 5 5
2464 595 401 18 10
2465 721 401 13 4
2466 859 401 11 8
2467 870 401 6 4
2468 908 401 18 6
2469 912 401 6 1
2470 935 401 8 2
2471 976 401 8 9
2472 1011 401 5 7
2473 1121 401 10 10
2474 1179 401 4 6
2475 1203 401 16 3
2476 1270 401 21 3
2477 1403 401 25 10
2478 1517 401 10 6
2479 1608 401 11 4
2480 1706 401 12 1
2481 1767 401 16 6
2482 1916 401 23 7
2483 1976 401 7 6
2484 2006 401 19 2
2485 518 402 15 5
2486 1346 403 22 2
2487 1198 404 17 6
2488 652 405 14 1
2489 1849 406 11 7
2490 474 407 4 10
2491 484 407 7 4
2492 647 407 22 8
