%MatrixMarket matrix coordinate pattern symmetric 
40164 40164 85123
4070 19670 1072 2 6
4071 23189 1072 2 7
4072 7132 1073 10 9
4073 8296 1073 12 10
4074 9505 1074 17 10
4075 10625 1074 16 5
4076 35972 1074 14 9
4077 36075 1075 5 5
4078 4503 1076 4 5
4079 36463 1077 9 8
4080 37921 1077 12 1
4081 21679 1078 22 6
4082 30980 1078 21 1
4083 7127 1079 9 9
4084 21071 1079 18 4
4085 8439 1080 13 3
4086 33717 1080 1 1
4087 2928 1081 10 4
4088 18044 1081 24 2
4089 19687 1081 1 4
4090 30741 1081 24 8
4091 24940 1082 8 10
4092 30980 1082 5 5
4093 11520 1083 20 3
4094 20688 1084 13 5
4095 5274 1085 7 5
4096 31732 1085 17 1
4097 33961 1086 21 2
4098 22757 1087 5 5
4099 2063 1088 25 10
4100 3529 1088 1 6
4101 6117 1088 22 2
4102 6754 1088 24 8
4103 8296 1088 15 3
4104 9723 1088 19 2
4105 11342 1088 1 1
4106 12428 1088 24 5
4107 12453 1088 14 9
4108 12785 1088 25 10
4109 15820 1088 16 2
4110 18933 1088 5 9
4111 19412 1088 6 7
4112 21020 1088 6 1
4113 22676 1088 12 7
4114 22867 1088 18 10
4115 25373 1088 10 9
4116 32995 1088 16 7
4117 33263 1088 12 1
4118 33923 1088 4 9
4119 35972 1088 8 1
4120 36844 1088 11 10
4121 37318 1088 14 1
4122 14937 1089 3 6
4123 6275 1090 22 9
4124 8439 1090 23 7
4125 25644 1090 17 6
4126 34203 1090 4 5
4127 36415 1090 21 8
4128 34632 1091 2 8
4129 31732 1092 2 7
4130 19511 1093 6 6
4131 23607 1093 21 9
4132 25644 1094 4 4
4133 16579 1095 13 2
4134 1319 1096 23 9
4135 4468 1096 7 10
4136 17598 1096 8 2
4137 21874 1096 15 4
4138 25518 1096 20 6
4139 26408 1096 18 6
4140 33009 1097 8 7
4141 33873 1098 15 6
4142 17452 1099 1 4
4143 23034 1099 23 1
4144 2928 1100 10 7
4145 15635 1100 14 9
4146 21679 1101 1 8
4147 22639 1101 24 4
4148 31732 1101 13 6
4149 25644 1102 23 8
4150 13299 1103 13 4
4151 22224 1103 22 9
4152 25166 1103 4 1
4153 25644 1104 23 5
4154 38213 1104 3 1
4155 18505 1105 20 10
4156 29448 1105 24 3
4157 7261 1106 12 2
4158 13488 1106 23 4
4159 8502 1107 19 6
4160 20688 1108 6 1
4161 33873 1108 20 6
4162 2063 1109 21 3
4163 6754 1109 9 10
4164 19412 1109 19 9
4165 22061 1109 25 8
4166 33263 1109 16 10
4167 35972 1109 9 1
4168 4488 1110 22 1
4169 18323 1110 11 2
4170 15689 1111 24 6
4171 23180 1111 16 2
4172 1130 1112 24 10
4173 4636 1112 25 7
4174 5205 1112 8 10
4175 7127 1112 3 1
4176 8439 1112 6 3
4177 9505 1112 2 10
4178 9808 1112 9 4
4179 13414 1112 18 2
4180 14833 1112 6 7
4181 14842 1112 3 7
4182 16906 1112 8 1
4183 25498 1112 13 8
4184 26379 1112 25 3
4185 28527 1112 23 1
4186 28652 1112 9 8
4187 31685 1112 1 10
4188 32656 1112 25 4
4189 34857 1112 22 3
4190 35972 1112 9 6
4191 37892 1112 6 5
4192 38267 1112 20 7
4193 27232 1113 21 10
4194 33873 1113 9 2
4195 3509 1114 16 5
4196 20546 1114 10 6
4197 28364 1114 13 4
4198 14830 1115 19 3
4199 33873 1116 6 4
4200 8643 1117 5 4
4201 2063 1118 10 3
4202 32461 1118 16 10
4203 38728 1118 1 1
4204 21679 1119 21 2
4205 11877 1120 3 7
4206 10497 1121 25 2
4207 23034 1121 14 5
4208 2063 1122 12 8
4209 26408 1123 11 8
4210 26114 1124 10 7
4211 35972 1124 14 2
4212 38412 1124 3 7
4213 23665 1125 2 4
4214 2063 1126 13 9
4215 20688 1126 6 4
4216 24962 1126 18 8
4217 34589 1126 6 8
4218 31732 1127 11 1
4219 4727 1128 13 7
4220 19426 1128 18 1
4221 25644 1129 23 8
4222 1135 1130 15 4
4223 1222 1130 1 6
4224 1251 1130 8 5
4225 1307 1130 21 3
4226 1334 1130 12 1
4227 1347 1130 11 8
4228 1465 1130 24 8
4229 1471 1130 13 1
4230 1499 1130 10 8
4231 1510 1130 11 5
4232 1536 1130 23 3
4233 1538 1130 15 7
4234 1608 1130 3 4
4235 1751 1130 24 10
4236 1832 1130 4 6
4237 1936 1130 3 8
4238 1986 1130 2 2
4239 2005 1130 25 8
4240 2063 1130 24 8
4241 2267 1130 12 8
4242 2669 1130 13 4
4243 2804 1130 21 1
4244 2812 1130 3 1
4245 2847 1130 19 3
4246 3032 1130 18 6
4247 3038 1130 13 1
4248 3047 1130 1 1
4249 3346 1130 9 5
4250 3347 1130 21 7
4251 3385 1130 2 3
4252 3452 1130 25 3
4253 3457 1130 6 9
4254 3673 1130 6 9
4255 3772 1130 9 2
4256 3808 1130 20 9
4257 3836 1130 6 5
4258 4048 1130 18 7
4259 4113 1130 8 2
4260 4142 1130 10 10
4261 4177 1130 10 8
4262 4235 1130 8 10
4263 4259 1130 14 10
4264 4504 1130 13 2
4265 4538 1130 3 6
4266 4552 1130 11 1
4267 4645 1130 23 4
4268 4667 1130 15 2
4269 4674 1130 21 5
4270 4725 1130 2 3
4271 4727 1130 23 9
4272 4889 1130 20 9
4273 4926 1130 2 6
4274 4931 1130 11 7
4275 4937 1130 7 4
4276 5017 1130 1 7
4277 5184 1130 5 5
4278 5216 1130 1 8
4279 5387 1130 13 6
4280 5402 1130 22 9
4281 5421 1130 10 3
4282 5454 1130 10 10
4283 5472 1130 8 8
4284 5510 1130 5 7
4285 5518 1130 16 5
4286 5535 1130 14 7
4287 5589 1130 6 1
4288 5706 1130 1 5
4289 5724 1130 19 1
4290 5745 1130 1 7
4291 5953 1130 12 9
4292 5965 1130 2 1
4293 5999 1130 8 9
4294 6007 1130 7 2
4295 6098 1130 11 4
4296 6165 1130 4 1
4297 6180 1130 8 6
4298 6189 1130 1 5
4299 6239 1130 25 3
4300 6308 1130 21 5
4301 6436 1130 18 9
4302 6446 1130 9 7
4303 6517 1130 24 3
4304 6742 1130 1 8
4305 6849 1130 8 3
4306 7127 1130 9 10
4307 7132 1130 16 6
4308 7185 1130 5 5
4309 7267 1130 16 8
4310 7318 1130 19 6
4311 7322 1130 12 7
4312 7561 1130 2 1
4313 7595 1130 6 1
4314 7644 1130 7 6
4315 7759 1130 16 4
4316 7806 1130 6 3
4317 7856 1130 11 6
4318 7924 1130 24 6
4319 7928 1130 11 3
4320 7933 1130 25 4
4321 8010 1130 22 3
4322 8058 1130 7 7
4323 8086 1130 18 6
4324 8106 1130 14 3
4325 8136 1130 8 9
4326 8216 1130 17 4
4327 8245 1130 7 1
4328 8296 1130 23 2
4329 8380 1130 9 7
4330 8383 1130 4 1
4331 8438 1130 25 7
4332 8439 1130 13 7
4333 8668 1130 19 8
4334 8964 1130 14 10
4335 9054 1130 12 8
4336 9241 1130 9 9
4337 9332 1130 5 10
4338 9440 1130 22 6
4339 9450 1130 2 3
4340 9580 1130 11 9
4341 9610 1130 23 5
4342 9712 1130 16 2
4343 9719 1130 8 3
4344 9875 1130 3 1
4345 10183 1130 19 9
4346 10189 1130 22 10
4347 10203 1130 22 3
4348 10390 1130 2 4
4349 10420 1130 1 2
4350 10540 1130 18 8
4351 10928 1130 24 9
4352 10998 1130 20 4
4353 11002 1130 11 10
4354 11054 1130 21 4
4355 11066 1130 23 2
4356 11147 1130 22 10
4357 11604 1130 15 9
4358 11722 1130 10 10
4359 11735 1130 18 3
4360 11747 1130 25 9
4361 11854 1130 18 3
4362 12022 1130 3 4
4363 12122 1130 2 9
4364 12229 1130 23 4
4365 12230 1130 1 4
4366 12306 1130 3 8
4367 12316 1130 2 8
4368 12468 1130 14 2
4369 12487 1130 16 8
4370 12596 1130 7 3
4371 12746 1130 15 4
4372 12847 1130 25 7
4373 12957 1130 10 10
4374 13050 1130 4 8
4375 13099 1130 17 1
4376 13202 1130 8 10
4377 13278 1130 25 10
4378 13405 1130 2 2
4379 13458 1130 12 6
4380 13511 1130 7 8
4381 13599 1130 19 7
4382 13624 1130 20 8
4383 13690 1130 16 5
4384 13701 1130 20 2
4385 13746 1130 9 8
4386 13772 1130 7 4
4387 13780 1130 17 2
4388 13807 1130 18 4
4389 13982 1130 12 6
4390 13986 1130 11 2
4391 14230 1130 8 3
4392 14393 1130 22 10
4393 14419 1130 24 2
4394 14463 1130 20 8
4395 14576 1130 20 6
4396 14716 1130 18 9
4397 14830 1130 14 1
4398 14981 1130 12 6
4399 15119 1130 15 1
4400 15178 1130 10 5
4401 15291 1130 20 3
4402 15375 1130 9 5
4403 15685 1130 12 10
4404 15697 1130 10 6
4405 15844 1130 18 6
4406 15948 1130 4 8
4407 15995 1130 13 9
4408 16132 1130 9 5
4409 16191 1130 10 8
4410 16228 1130 3 1
4411 16250 1130 3 10
4412 16299 1130 9 4
4413 16395 1130 3 6
4414 16456 1130 14 6
4415 16649 1130 4 8
4416 16700 1130 21 6
4417 16785 1130 3 4
4418 16836 1130 21 8
4419 17018 1130 14 1
4420 17079 1130 13 6
4421 17086 1130 15 7
4422 17122 1130 10 7
4423 17125 1130 21 10
4424 17312 1130 23 3
4425 17328 1130 9 2
4426 17395 1130 23 5
4427 17413 1130 8 4
4428 17432 1130 14 4
4429 17433 1130 7 4
4430 17475 1130 3 7
4431 17562 1130 25 8
4432 17693 1130 8 8
4433 17732 1130 2 5
4434 17856 1130 1 2
4435 17923 1130 4 2
4436 17980 1130 23 3
4437 18021 1130 10 2
4438 18028 1130 9 8
4439 18051 1130 1 3
4440 18272 1130 17 4
4441 18295 1130 5 2
4442 18470 1130 3 8
4443 18494 1130 2 8
4444 18593 1130 13 5
4445 18979 1130 2 1
4446 18987 1130 22 1
4447 19077 1130 11 5
4448 19179 1130 2 4
4449 19216 1130 14 1
4450 19284 1130 8 1
4451 19370 1130 7 6
4452 19511 1130 18 8
4453 19552 1130 2 4
4454 19633 1130 9 8
4455 19859 1130 16 3
4456 19860 1130 17 6
4457 19893 1130 15 2
4458 19914 1130 13 3
4459 19916 1130 13 8
4460 19949 1130 15 2
4461 20138 1130 19 7
4462 20300 1130 6 3
4463 20460 1130 7 6
4464 20558 1130 25 9
4465 20688 1130 7 7
4466 20705 1130 25 10
4467 21029 1130 15 10
4468 21103 1130 25 4
4469 21228 1130 10 8
4470 21304 1130 15 1
4471 21322 1130 11 9
4472 21416 1130 25 1
4473 21484 1130 9 9
4474 21593 1130 15 1
4475 21664 1130 9 3
4476 21679 1130 10 3
4477 21798 1130 6 10
4478 21835 1130 21 6
4479 22020 1130 24 8
4480 22042 1130 20 1
4481 22061 1130 4 1
4482 22203 1130 4 9
4483 22307 1130 16 5
4484 22609 1130 21 4
4485 22639 1130 24 4
4486 22640 1130 8 4
4487 22850 1130 5 10
4488 22985 1130 19 10
4489 23018 1130 14 3
4490 23095 1130 7 7
4491 23190 1130 12 10
4492 23224 1130 16 4
4493 23251 1130 24 1
4494 23335 1130 13 5
4495 23338 1130 6 6
4496 23344 1130 10 5
4497 23493 1130 10 3
4498 23494 1130 19 7
4499 23507 1130 5 7
4500 23575 1130 22 2
4501 23742 1130 20 4
4502 23840 1130 22 10
4503 23866 1130 20 6
4504 23875 1130 6 1
4505 23949 1130 15 2
4506 24052 1130 2 10
4507 24114 1130 25 6
4508 24176 1130 23 4
4509 24413 1130 11 10
4510 24454 1130 11 1
4511 24570 1130 13 8
4512 24613 1130 8 10
4513 24623 1130 2 7
4514 24727 1130 8 1
4515 24838 1130 18 6
4516 24905 1130 17 1
4517 24949 1130 15 7
4518 24955 1130 24 9
4519 24981 1130 13 10
4520 24984 1130 21 10
4521 25046 1130 12 8
4522 25056 1130 9 2
4523 25063 1130 7 4
4524 25066 1130 2 1
4525 25117 1130 4 1
4526 25188 1130 16 4
4527 25372 1130 8 3
4528 25396 1130 19 5
4529 25470 1130 11 4
4530 25523 1130 6 3
4531 25537 1130 12 5
4532 25538 1130 14 6
4533 25546 1130 15 6
4534 25641 1130 7 3
4535 25644 1130 18 6
4536 25895 1130 13 10
4537 25934 1130 8 1
4538 25945 1130 9 6
4539 26047 1130 11 8
4540 26061 1130 3 8
4541 26075 1130 23 9
4542 26077 1130 10 7
4543 26185 1130 19 5
4544 26242 1130 23 4
4545 26289 1130 13 9
4546 26437 1130 22 9
4547 26452 1130 19 1
4548 26461 1130 25 7
4549 26508 1130 20 2
4550 26555 1130 11 7
4551 26560 1130 17 1
4552 26703 1130 5 8
4553 26746 1130 18 7
4554 26848 1130 11 4
4555 26943 1130 13 6
4556 27020 1130 21 6
4557 27065 1130 23 10
4558 27183 1130 6 7
4559 27288 1130 15 7
4560 27293 1130 24 4
4561 27680 1130 2 4
4562 27711 1130 15 2
4563 27739 1130 14 3
4564 27743 1130 15 10
4565 27924 1130 14 4
4566 27949 1130 3 3
4567 27954 1130 6 6
4568 27990 1130 24 4
4569 28217 1130 18 5
4570 28467 1130 24 2
4571 28517 1130 20 10
4572 28554 1130 1 10
4573 28647 1130 14 8
4574 28650 1130 17 1
4575 28846 1130 18 7
4576 28944 1130 4 4
4577 28951 1130 15 3
4578 28994 1130 7 6
4579 29008 1130 18 1
4580 29092 1130 9 1
4581 29118 1130 7 4
4582 29202 1130 22 9
4583 29388 1130 13 1
4584 29422 1130 9 1
4585 29494 1130 1 10
4586 29501 1130 6 1
4587 29581 1130 17 2
4588 29626 1130 7 1
4589 29729 1130 15 10
4590 29856 1130 9 3
4591 29878 1130 23 9
4592 30270 1130 13 4
4593 30278 1130 14 1
4594 30335 1130 13 8
4595 30398 1130 15 5
4596 30443 1130 1 10
4597 30588 1130 2 1
4598 30596 1130 13 9
4599 30642 1130 13 6
4600 30706 1130 17 9
4601 30764 1130 16 1
4602 30779 1130 11 7
4603 30810 1130 25 1
4604 30891 1130 17 4
4605 30915 1130 18 4
4606 30967 1130 13 9
4607 30980 1130 8 5
4608 30991 1130 5 2
4609 31029 1130 20 2
4610 31042 1130 2 9
4611 31070 1130 3 9
4612 31180 1130 10 6
4613 31188 1130 19 7
4614 31360 1130 23 2
4615 31432 1130 12 8
4616 31451 1130 20 6
4617 31486 1130 10 7
4618 31498 1130 23 10
4619 31527 1130 24 6
4620 31534 1130 22 6
4621 31551 1130 3 9
4622 31636 1130 3 1
4623 31648 1130 1 6
4624 31653 1130 7 2
4625 31732 1130 18 6
4626 31834 1130 19 8
4627 31883 1130 15 3
4628 31924 1130 9 1
4629 31934 1130 19 5
4630 32004 1130 16 2
4631 32012 1130 3 9
4632 32104 1130 14 3
4633 32107 1130 7 4
4634 32123 1130 10 5
4635 32154 1130 24 10
4636 32219 1130 6 9
4637 32478 1130 10 7
4638 32614 1130 10 9
4639 32651 1130 17 8
4640 32656 1130 4 6
4641 32680 1130 3 5
4642 33050 1130 3 6
4643 33099 1130 18 1
4644 33111 1130 9 10
4645 33143 1130 19 4
4646 33204 1130 8 10
4647 33276 1130 20 6
4648 33293 1130 10 2
4649 33294 1130 21 10
4650 33417 1130 4 3
4651 33449 1130 23 10
4652 33460 1130 25 1
4653 33493 1130 2 4
4654 33558 1130 17 6
4655 33570 1130 25 10
4656 33650 1130 7 2
4657 33717 1130 24 9
4658 33929 1130 18 2
4659 34165 1130 19 6
4660 34209 1130 6 4
4661 34227 1130 20 7
4662 34329 1130 22 4
4663 34475 1130 24 6
4664 34485 1130 23 3
4665 34644 1130 11 1
4666 34682 1130 13 2
4667 34868 1130 8 10
4668 35039 1130 14 5
4669 35098 1130 3 9
4670 35145 1130 15 1
4671 35293 1130 23 3
4672 35330 1130 19 2
4673 35453 1130 19 4
4674 35556 1130 23 9
4675 35641 1130 10 4
4676 35653 1130 7 9
4677 35711 1130 25 5
4678 35776 1130 14 3
4679 35853 1130 6 3
4680 35989 1130 6 8
4681 36075 1130 4 3
4682 36120 1130 3 3
4683 36255 1130 6 5
4684 36267 1130 19 1
4685 36276 1130 4 7
4686 36309 1130 23 7
4687 36342 1130 11 1
4688 36417 1130 19 5
4689 36499 1130 2 3
4690 36695 1130 11 6
4691 36709 1130 2 3
4692 36713 1130 16 10
4693 36739 1130 7 9
4694 36743 1130 2 9
4695 36760 1130 16 7
4696 36832 1130 5 4
4697 36833 1130 12 8
4698 36851 1130 5 2
4699 36969 1130 11 6
4700 36997 1130 6 7
4701 37103 1130 15 4
4702 37318 1130 6 1
4703 37458 1130 5 8
4704 37581 1130 8 10
4705 37635 1130 17 2
4706 37654 1130 3 5
4707 37696 1130 22 2
4708 37778 1130 7 8
4709 37824 1130 8 4
4710 38034 1130 9 2
4711 38036 1130 4 1
4712 38041 1130 20 8
4713 38055 1130 3 4
4714 38059 1130 8 3
4715 38155 1130 21 2
4716 38195 1130 14 2
4717 38332 1130 9 1
4718 38697 1130 2 7
4719 39089 1130 20 3
4720 39093 1130 25 9
4721 39276 1130 3 8
4722 39367 1130 15 8
4723 39546 1130 13 6
4724 39592 1130 24 1
4725 39615 1130 21 3
4726 39686 1130 16 5
4727 39719 1130 13 2
4728 39721 1130 22 7
4729 39923 1130 6 3
4730 39961 1130 7 2
4731 40000 1130 2 3
4732 19805 1131 5 3
4733 22939 1131 1 7
4734 25644 1132 19 4
4735 30980 1133 18 6
4736 38024 1133 13 2
4737 22639 1134 2 4
4738 2063 1136 12 1
4739 20688 1136 16 5
4740 2063 1137 22 6
4741 2091 1137 15 7
4742 18159 1137 21 6
4743 25922 1137 16 2
4744 31732 1137 16 6
4745 39966 1137 1 10
4746 31732 1138 13 9
4747 17328 1139 5 6
4748 33091 1139 25 6
4749 11001 1140 25 1
4750 23034 1140 12 5
4751 35972 1140 22 1
4752 5914 1141 25 6
4753 10683 1141 3 6
4754 21679 1142 12 1
4755 33717 1142 22 6
4756 11999 1143 3 7
4757 32938 1143 8 5
4758 4283 1144 13 6
4759 7127 1144 11 6
4760 9505 1144 25 6
4761 18323 1145 12 10
4762 13588 1146 19 6
4763 2631 1147 15 8
4764 18151 1148 20 7
4765 18323 1148 16 8
4766 25792 1148 9 1
4767 4488 1149 10 8
4768 15697 1150 21 4
4769 2063 1151 21 7
4770 6754 1151 4 10
4771 8296 1151 8 8
4772 8512 1151 5 9
4773 10870 1151 1 7
4774 11450 1151 17 8
4775 11457 1151 24 10
4776 12229 1151 13 5
4777 13144 1151 13 10
4778 15394 1151 21 5
4779 18522 1151 14 3
4780 19412 1151 18 3
4781 20688 1151 17 7
4782 21530 1151 7 6
4783 23034 1151 21 3
4784 26114 1151 21 4
4785 28045 1151 10 8
4786 30393 1151 11 7
4787 32536 1151 4 1
4788 34197 1151 1 8
4789 35972 1151 14 3
4790 40021 1151 4 1
4791 2063 1152 3 9
4792 8439 1152 10 5
4793 20688 1152 4 10
4794 35972 1152 25 10
4795 39260 1152 2 6
4796 20935 1153 20 5
4797 36657 1153 18 2
4798 2063 1155 10 3
4799 4541 1155 17 7
4800 29940 1156 20 8
4801 31732 1156 5 8
4802 1374 1157 21 3
4803 2108 1157 25 7
4804 5332 1157 14 3
4805 5724 1157 14 10
4806 6754 1157 25 10
4807 7127 1157 10 9
4808 8296 1157 9 6
4809 10683 1157 7 1
4810 12229 1157 9 10
4811 16752 1157 20 5
4812 19412 1157 23 4
4813 19766 1157 5 10
4814 20688 1157 14 7
4815 22676 1157 20 9
4816 23034 1157 9 6
4817 23338 1157 7 7
4818 26114 1157 9 7
4819 30150 1157 8 1
4820 31732 1157 16 3
4821 32656 1157 22 6
4822 33263 1157 7 8
4823 33529 1157 2 4
4824 35972 1157 6 2
4825 37318 1157 24 4
4826 39063 1157 1 6
4827 39899 1157 22 10
4828 1896 1158 12 2
4829 14230 1158 12 1
4830 26114 1158 8 6
4831 26943 1158 7 10
4832 28821 1158 13 1
4833 35412 1158 19 1
4834 2063 1159 24 3
4835 16682 1159 13 10
4836 1837 1160 17 4
4837 35636 1160 14 6
4838 25930 1161 20 1
4839 18573 1162 12 1
4840 37318 1162 20 2
4841 2928 1163 5 8
4842 22160 1164 7 5
4843 8439 1165 22 8
4844 20286 1166 7 10
4845 21798 1167 12 7
4846 31732 1167 2 8
4847 33717 1167 1 10
4848 27640 1168 7 6
4849 28679 1168 12 2
4850 2063 1169 15 3
4851 10497 1170 12 6
4852 14268 1170 18 5
4853 3430 1171 5 6
4854 11877 1171 18 4
4855 22639 1172 6 7
4856 25644 1172 5 3
4857 5699 1173 21 8
4858 7572 1173 22 1
4859 16118 1174 25 7
4860 39464 1174 24 6
4861 20688 1175 7 10
4862 21679 1176 22 3
4863 39463 1176 17 4
4864 6776 1177 6 7
4865 37421 1177 13 10
4866 10299 1178 17 5
4867 10543 1179 10 8
4868 23189 1179 20 7
4869 7561 1180 22 4
4870 15232 1180 16 2
4871 25923 1180 12 4
4872 31451 1180 2 4
4873 33128 1180 6 7
4874 1936 1181 1 8
4875 25644 1181 17 1
4876 37596 1181 21 8
4877 1384 1182 2 3
4878 22939 1182 6 9
4879 31498 1183 24 3
4880 1278 1184 17 7
4881 11877 1184 2 3
4882 39108 1185 23 2
4883 18151 1186 12 8
4884 14830 1188 12 8
4885 21679 1188 24 7
4886 22639 1188 11 7
4887 31732 1188 23 7
4888 8439 1189 8 5
4889 38190 1189 2 10
4890 2063 1190 1 2
4891 5017 1190 5 6
4892 7083 1190 14 10
4893 12229 1190 21 8
4894 13622 1190 4 4
4895 24437 1190 7 8
4896 25644 1190 17 3
4897 26000 1190 12 6
4898 34162 1190 4 5
4899 36199 1190 17 4
4900 37724 1190 9 9
4901 39260 1190 9 5
4902 39295 1190 25 2
4903 15597 1191 10 6
4904 18832 1192 23 8
4905 23338 1193 22 7
4906 30957 1194 7 6
4907 2063 1195 4 3
4908 12039 1195 9 3
4909 13551 1195 18 4
4910 14182 1195 5 2
4911 14830 1195 18 7
4912 21657 1195 18 6
4913 22226 1195 23 9
4914 24096 1195 21 7
4915 33875 1195 17 9
4916 37586 1195 22 3
4917 39178 1195 2 6
4918 30891 1196 2 9
4919 33083 1196 23 5
4920 25602 1197 11 9
4921 2725 1198 8 7
4922 8439 1198 3 10
4923 35972 1198 25 2
4924 5914 1199 12 2
4925 30121 1199 23 6
4926 29286 1200 2 9
4927 34130 1200 3 9
4928 2063 1201 7 8
4929 39269 1202 8 9
4930 2063 1203 9 2
4931 6754 1203 10 3
4932 8296 1203 18 6
4933 16343 1203 22 9
4934 19412 1203 8 4
4935 22676 1203 22 9
4936 25440 1203 23 4
4937 25794 1203 14 8
4938 26114 1203 14 6
4939 32938 1203 22 2
4940 33263 1203 2 1
4941 35972 1203 24 6
4942 7095 1204 5 7
4943 9047 1204 2 4
4944 11128 1204 3 8
4945 13817 1204 4 9
4946 14815 1204 25 6
4947 21616 1204 20 1
4948 21815 1204 11 3
4949 24233 1204 8 7
4950 25768 1204 21 7
4951 27283 1204 3 8
4952 23645 1205 22 9
4953 22639 1206 24 9
4954 35636 1206 16 2
4955 26080 1207 17 8
4956 38024 1208 21 7
4957 33189 1209 8 1
4958 26560 1210 16 2
4959 4882 1211 22 3
4960 37327 1211 17 7
4961 13772 1212 14 3
4962 19766 1212 15 6
4963 17679 1213 11 7
4964 28208 1213 6 2
4965 14111 1214 18 4
4966 1801 1215 3 3
4967 2928 1215 18 2
4968 26906 1215 16 9
4969 2063 1216 12 2
4970 21679 1216 6 9
4971 31732 1216 20 8
4972 11877 1217 5 1
4973 30891 1217 3 2
4974 22639 1218 20 3
4975 10580 1219 19 6
4976 30838 1219 12 10
4977 8485 1220 17 5
4978 19766 1220 9 3
4979 26088 1220 25 6
4980 10324 1221 25 4
4981 2063 1222 15 5
4982 2396 1222 18 7
4983 5332 1222 3 1
4984 7127 1222 11 8
4985 10067 1222 19 1
4986 11030 1222 1 5
4987 14049 1222 18 2
4988 15459 1222 11 6
4989 17111 1222 4 10
4990 18478 1222 5 6
4991 22061 1222 2 1
4992 25113 1222 6 6
4993 26732 1222 7 1
4994 28205 1222 15 2
4995 29388 1222 18 6
4996 35972 1222 1 7
4997 37640 1222 14 5
4998 39686 1222 19 6
4999 18323 1223 3 4
5000 30908 1223 16 8
5001 8058 1224 20 4
5002 11877 1224 13 7
5003 33610 1224 20 7
5004 31732 1225 18 7
5005 17866 1226 11 3
5006 24358 1226 12 8
5007 36950 1227 17 8
5008 22824 1228 10 8
5009 39463 1229 2 4
5010 14217 1230 23 5
5011 35972 1230 1 5
5012 4488 1231 4 4
5013 32234 1232 16 3
5014 33910 1232 22 3
5015 27932 1233 8 9
5016 9588 1234 1 10
5017 32165 1234 12 8
5018 39260 1234 10 5
5019 2063 1235 14 7
5020 8439 1235 22 9
5021 22061 1235 8 5
5022 23034 1235 4 9
5023 26114 1235 1 2
5024 30891 1235 3 2
5025 35972 1235 19 1
5026 39050 1235 17 3
5027 8439 1236 7 7
5028 35972 1236 21 8
5029 7505 1237 3 2
5030 17873 1237 21 6
5031 22676 1237 13 5
5032 1995 1238 7 8
5033 11877 1238 24 9
5034 20485 1239 2 8
5035 39080 1239 1 8
5036 39276 1240 6 9
5037 39464 1241 6 2
5038 22621 1242 17 9
5039 29397 1242 21 5
5040 24427 1243 16 10
5041 27995 1243 25 8
5042 39753 1243 7 2
5043 5136 1244 11 5
5044 33648 1244 19 3
5045 38620 1245 20 7
5046 28311 1246 3 5
5047 22061 1247 3 5
5048 2063 1248 4 5
5049 8439 1248 23 9
5050 21874 1249 21 9
5051 30583 1249 16 10
5052 23336 1250 1 4
5053 18599 1251 8 3
5054 20688 1251 17 1
5055 23122 1251 20 10
5056 31640 1251 1 4
5057 34852 1251 10 2
5058 34984 1251 5 3
5059 8439 1252 24 8
5060 31732 1252 18 9
5061 1799 1253 22 6
5062 17036 1253 14 1
5063 18323 1253 11 4
5064 15416 1254 4 8
5065 38015 1254 8 8
5066 8296 1255 2 6
5067 8439 1255 15 4
5068 38412 1255 12 6
5069 15307 1256 15 6
5070 25644 1256 9 2
5071 28944 1257 24 7
5072 14223 1258 15 2
5073 29254 1258 19 1
5074 31732 1259 21 1
5075 16250 1260 7 9
5076 38990 1260 9 1
5077 4922 1261 14 1
5078 32938 1261 2 5
5079 11999 1262 15 9
5080 38194 1262 17 4
5081 20688 1263 11 3
5082 23817 1263 3 6
5083 29289 1263 21 5
5084 8007 1264 11 8
5085 22639 1264 15 10
5086 16250 1265 1 8
5087 35653 1265 10 7
5088 20797 1266 24 4
5089 31692 1266 7 5
5090 21679 1267 20 7
5091 31732 1267 13 2
5092 6754 1268 17 10
5093 11735 1268 14 7
5094 16752 1268 21 1
5095 19412 1268 16 8
5096 19511 1268 2 2
5097 22676 1268 9 9
5098 24902 1268 25 10
5099 26114 1268 11 8
5100 26573 1268 19 5
5101 33263 1268 19 9
5102 35972 1268 12 9
5103 37318 1268 1 5
5104 19805 1269 19 3
5105 33091 1269 18 7
5106 8472 1270 3 6
5107 25095 1271 13 4
5108 2599 1272 18 4
5109 2800 1272 5 9
5110 3503 1272 1 2
5111 4497 1272 18 5
5112 5914 1272 14 4
5113 10171 1272 9 8
5114 10851 1272 17 2
5115 12553 1272 18 3
5116 13525 1272 20 4
5117 14274 1272 7 7
5118 15234 1272 1 2
5119 15748 1272 12 10
5120 17271 1272 16 9
5121 18151 1272 23 8
5122 18323 1272 6 7
5123 18456 1272 19 3
5124 18813 1272 22 7
5125 19476 1272 16 7
5126 20495 1272 5 7
5127 21693 1272 15 5
5128 21766 1272 8 9
5129 21920 1272 18 1
5130 22128 1272 20 2
5131 25864 1272 3 6
5132 27228 1272 18 5
5133 27788 1272 3 2
5134 27834 1272 22 2
5135 28666 1272 19 10
5136 31734 1272 15 9
5137 32100 1272 23 5
5138 32418 1272 5 8
5139 33189 1272 24 6
5140 33396 1272 2 7
5141 34474 1272 18 4
5142 36009 1272 7 1
5143 36567 1272 16 3
